seed,symmetric,fbank_size,ckpt_path,query_sim_only,query
0,False,4,results/ljts_triplet/random_1785953197.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 65, 1: 751, 2: 184}, 'n_both_nonempty': 184, 'n_ttest_run': 184, 'n_significant': {0.05: 84, 0.01: 84, 0.001: 71}, 'frac_significant': {0.05: 0.45652173913043476, 0.01: 0.45652173913043476, 0.001: 0.3858695652173913}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 76, 1: 628, 2: 296}, 'n_both_nonempty': 296, 'n_ttest_run': 296, 'n_significant': {0.05: 25, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.08445945945945946, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 65, 1: 751, 2: 184}, 'n_both_nonempty': 184, 'n_ttest_run': 184, 'n_significant': {0.05: 84, 0.01: 84, 0.001: 71}, 'frac_significant': {0.05: 0.45652173913043476, 0.01: 0.45652173913043476, 0.001: 0.3858695652173913}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 76, 1: 628, 2: 296}, 'n_both_nonempty': 296, 'n_ttest_run': 296, 'n_significant': {0.05: 25, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.08445945945945946, 0.01: 0.0, 0.001: 0.0}}}}"
1,False,4,results/ljts_triplet/random_1785953203.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 95, 1: 531, 2: 374}, 'n_both_nonempty': 374, 'n_ttest_run': 374, 'n_significant': {0.05: 67, 0.01: 67, 0.001: 16}, 'frac_significant': {0.05: 0.17914438502673796, 0.01: 0.17914438502673796, 0.001: 0.0427807486631016}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 122, 1: 443, 2: 435}, 'n_both_nonempty': 435, 'n_ttest_run': 435, 'n_significant': {0.05: 68, 0.01: 2, 0.001: 0}, 'frac_significant': {0.05: 0.15632183908045977, 0.01: 0.004597701149425287, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 95, 1: 531, 2: 374}, 'n_both_nonempty': 374, 'n_ttest_run': 374, 'n_significant': {0.05: 67, 0.01: 67, 0.001: 16}, 'frac_significant': {0.05: 0.17914438502673796, 0.01: 0.17914438502673796, 0.001: 0.0427807486631016}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 122, 1: 443, 2: 435}, 'n_both_nonempty': 435, 'n_ttest_run': 435, 'n_significant': {0.05: 68, 0.01: 2, 0.001: 0}, 'frac_significant': {0.05: 0.15632183908045977, 0.01: 0.004597701149425287, 0.001: 0.0}}}}"
2,False,4,results/ljts_triplet/random_1785953209.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 123, 1: 504, 2: 373}, 'n_both_nonempty': 373, 'n_ttest_run': 373, 'n_significant': {0.05: 70, 0.01: 29, 0.001: 5}, 'frac_significant': {0.05: 0.1876675603217158, 0.01: 0.0777479892761394, 0.001: 0.013404825737265416}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 155, 1: 381, 2: 464}, 'n_both_nonempty': 464, 'n_ttest_run': 464, 'n_significant': {0.05: 102, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.21982758620689655, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 123, 1: 504, 2: 373}, 'n_both_nonempty': 373, 'n_ttest_run': 373, 'n_significant': {0.05: 70, 0.01: 29, 0.001: 5}, 'frac_significant': {0.05: 0.1876675603217158, 0.01: 0.0777479892761394, 0.001: 0.013404825737265416}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 155, 1: 381, 2: 464}, 'n_both_nonempty': 464, 'n_ttest_run': 464, 'n_significant': {0.05: 102, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.21982758620689655, 0.01: 0.0, 0.001: 0.0}}}}"
0,False,8,results/ljts_triplet/random_1785953215.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 30, 1: 83, 2: 887}, 'n_both_nonempty': 887, 'n_ttest_run': 821, 'n_significant': {0.05: 301, 0.01: 235, 0.001: 155}, 'frac_significant': {0.05: 0.36662606577344703, 0.01: 0.2862362971985384, 0.001: 0.18879415347137637}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 45, 1: 52, 2: 903}, 'n_both_nonempty': 903, 'n_ttest_run': 903, 'n_significant': {0.05: 130, 0.01: 19, 0.001: 0}, 'frac_significant': {0.05: 0.14396456256921372, 0.01: 0.021040974529346623, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 30, 1: 83, 2: 887}, 'n_both_nonempty': 887, 'n_ttest_run': 821, 'n_significant': {0.05: 301, 0.01: 235, 0.001: 155}, 'frac_significant': {0.05: 0.36662606577344703, 0.01: 0.2862362971985384, 0.001: 0.18879415347137637}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 45, 1: 52, 2: 903}, 'n_both_nonempty': 903, 'n_ttest_run': 903, 'n_significant': {0.05: 130, 0.01: 19, 0.001: 0}, 'frac_significant': {0.05: 0.14396456256921372, 0.01: 0.021040974529346623, 0.001: 0.0}}}}"
1,False,8,results/ljts_triplet/random_1785953221.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 21, 1: 93, 2: 886}, 'n_both_nonempty': 886, 'n_ttest_run': 575, 'n_significant': {0.05: 196, 0.01: 136, 0.001: 79}, 'frac_significant': {0.05: 0.3408695652173913, 0.01: 0.23652173913043478, 0.001: 0.1373913043478261}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 55, 1: 124, 2: 821}, 'n_both_nonempty': 821, 'n_ttest_run': 821, 'n_significant': {0.05: 135, 0.01: 5, 0.001: 0}, 'frac_significant': {0.05: 0.16443361753958588, 0.01: 0.0060901339829476245, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 21, 1: 93, 2: 886}, 'n_both_nonempty': 886, 'n_ttest_run': 575, 'n_significant': {0.05: 196, 0.01: 136, 0.001: 79}, 'frac_significant': {0.05: 0.3408695652173913, 0.01: 0.23652173913043478, 0.001: 0.1373913043478261}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 55, 1: 124, 2: 821}, 'n_both_nonempty': 821, 'n_ttest_run': 821, 'n_significant': {0.05: 135, 0.01: 5, 0.001: 0}, 'frac_significant': {0.05: 0.16443361753958588, 0.01: 0.0060901339829476245, 0.001: 0.0}}}}"
2,False,8,results/ljts_triplet/random_1785953227.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 16, 1: 130, 2: 854}, 'n_both_nonempty': 854, 'n_ttest_run': 723, 'n_significant': {0.05: 221, 0.01: 182, 0.001: 33}, 'frac_significant': {0.05: 0.30567081604426005, 0.01: 0.2517289073305671, 0.001: 0.04564315352697095}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 33, 1: 106, 2: 861}, 'n_both_nonempty': 861, 'n_ttest_run': 861, 'n_significant': {0.05: 60, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.06968641114982578, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 16, 1: 130, 2: 854}, 'n_both_nonempty': 854, 'n_ttest_run': 723, 'n_significant': {0.05: 221, 0.01: 182, 0.001: 33}, 'frac_significant': {0.05: 0.30567081604426005, 0.01: 0.2517289073305671, 0.001: 0.04564315352697095}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 33, 1: 106, 2: 861}, 'n_both_nonempty': 861, 'n_ttest_run': 861, 'n_significant': {0.05: 60, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.06968641114982578, 0.01: 0.0, 0.001: 0.0}}}}"
0,False,16,results/ljts_triplet/random_1785953233.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 35, 1: 0, 2: 965}, 'n_both_nonempty': 965, 'n_ttest_run': 825, 'n_significant': {0.05: 172, 0.01: 135, 0.001: 57}, 'frac_significant': {0.05: 0.2084848484848485, 0.01: 0.16363636363636364, 0.001: 0.06909090909090909}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 64, 1: 0, 2: 936}, 'n_both_nonempty': 936, 'n_ttest_run': 935, 'n_significant': {0.05: 115, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.12299465240641712, 0.01: 0.0213903743315508, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 35, 1: 0, 2: 965}, 'n_both_nonempty': 965, 'n_ttest_run': 825, 'n_significant': {0.05: 172, 0.01: 135, 0.001: 57}, 'frac_significant': {0.05: 0.2084848484848485, 0.01: 0.16363636363636364, 0.001: 0.06909090909090909}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 64, 1: 0, 2: 936}, 'n_both_nonempty': 936, 'n_ttest_run': 935, 'n_significant': {0.05: 115, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.12299465240641712, 0.01: 0.0213903743315508, 0.001: 0.0}}}}"
1,False,16,results/ljts_triplet/random_1785953240.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 28, 1: 0, 2: 972}, 'n_both_nonempty': 972, 'n_ttest_run': 799, 'n_significant': {0.05: 140, 0.01: 93, 0.001: 65}, 'frac_significant': {0.05: 0.17521902377972465, 0.01: 0.11639549436795996, 0.001: 0.08135168961201501}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 40, 1: 0, 2: 960}, 'n_both_nonempty': 960, 'n_ttest_run': 960, 'n_significant': {0.05: 44, 0.01: 3, 0.001: 0}, 'frac_significant': {0.05: 0.04583333333333333, 0.01: 0.003125, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 28, 1: 0, 2: 972}, 'n_both_nonempty': 972, 'n_ttest_run': 799, 'n_significant': {0.05: 140, 0.01: 93, 0.001: 65}, 'frac_significant': {0.05: 0.17521902377972465, 0.01: 0.11639549436795996, 0.001: 0.08135168961201501}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 40, 1: 0, 2: 960}, 'n_both_nonempty': 960, 'n_ttest_run': 960, 'n_significant': {0.05: 44, 0.01: 3, 0.001: 0}, 'frac_significant': {0.05: 0.04583333333333333, 0.01: 0.003125, 0.001: 0.0}}}}"
2,False,16,results/ljts_triplet/random_1785953246.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 15, 1: 0, 2: 985}, 'n_both_nonempty': 985, 'n_ttest_run': 847, 'n_significant': {0.05: 334, 0.01: 258, 0.001: 167}, 'frac_significant': {0.05: 0.39433293978748524, 0.01: 0.30460448642266824, 0.001: 0.19716646989374262}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 32, 1: 2, 2: 966}, 'n_both_nonempty': 966, 'n_ttest_run': 966, 'n_significant': {0.05: 100, 0.01: 6, 0.001: 0}, 'frac_significant': {0.05: 0.10351966873706005, 0.01: 0.006211180124223602, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 15, 1: 0, 2: 985}, 'n_both_nonempty': 985, 'n_ttest_run': 847, 'n_significant': {0.05: 334, 0.01: 258, 0.001: 167}, 'frac_significant': {0.05: 0.39433293978748524, 0.01: 0.30460448642266824, 0.001: 0.19716646989374262}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 32, 1: 2, 2: 966}, 'n_both_nonempty': 966, 'n_ttest_run': 966, 'n_significant': {0.05: 100, 0.01: 6, 0.001: 0}, 'frac_significant': {0.05: 0.10351966873706005, 0.01: 0.006211180124223602, 0.001: 0.0}}}}"
0,False,32,results/ljts_triplet/random_1785953253.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 900, 'n_significant': {0.05: 452, 0.01: 356, 0.001: 241}, 'frac_significant': {0.05: 0.5022222222222222, 0.01: 0.39555555555555555, 0.001: 0.2677777777777778}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 10, 1: 0, 2: 990}, 'n_both_nonempty': 990, 'n_ttest_run': 989, 'n_significant': {0.05: 129, 0.01: 8, 0.001: 0}, 'frac_significant': {0.05: 0.13043478260869565, 0.01: 0.008088978766430738, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 900, 'n_significant': {0.05: 452, 0.01: 356, 0.001: 241}, 'frac_significant': {0.05: 0.5022222222222222, 0.01: 0.39555555555555555, 0.001: 0.2677777777777778}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 10, 1: 0, 2: 990}, 'n_both_nonempty': 990, 'n_ttest_run': 989, 'n_significant': {0.05: 129, 0.01: 8, 0.001: 0}, 'frac_significant': {0.05: 0.13043478260869565, 0.01: 0.008088978766430738, 0.001: 0.0}}}}"
1,False,32,results/ljts_triplet/random_1785953259.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 890, 'n_significant': {0.05: 396, 0.01: 287, 0.001: 175}, 'frac_significant': {0.05: 0.4449438202247191, 0.01: 0.32247191011235954, 0.001: 0.19662921348314608}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 35, 1: 0, 2: 965}, 'n_both_nonempty': 965, 'n_ttest_run': 961, 'n_significant': {0.05: 128, 0.01: 24, 0.001: 0}, 'frac_significant': {0.05: 0.1331945889698231, 0.01: 0.02497398543184183, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 890, 'n_significant': {0.05: 396, 0.01: 287, 0.001: 175}, 'frac_significant': {0.05: 0.4449438202247191, 0.01: 0.32247191011235954, 0.001: 0.19662921348314608}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 35, 1: 0, 2: 965}, 'n_both_nonempty': 965, 'n_ttest_run': 961, 'n_significant': {0.05: 128, 0.01: 24, 0.001: 0}, 'frac_significant': {0.05: 0.1331945889698231, 0.01: 0.02497398543184183, 0.001: 0.0}}}}"
2,False,32,results/ljts_triplet/random_1785953266.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 3, 1: 0, 2: 997}, 'n_both_nonempty': 997, 'n_ttest_run': 921, 'n_significant': {0.05: 487, 0.01: 393, 0.001: 269}, 'frac_significant': {0.05: 0.5287730727470141, 0.01: 0.42671009771986973, 0.001: 0.2920738327904452}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 6, 1: 0, 2: 994}, 'n_both_nonempty': 994, 'n_ttest_run': 993, 'n_significant': {0.05: 105, 0.01: 18, 0.001: 0}, 'frac_significant': {0.05: 0.10574018126888217, 0.01: 0.01812688821752266, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 3, 1: 0, 2: 997}, 'n_both_nonempty': 997, 'n_ttest_run': 921, 'n_significant': {0.05: 487, 0.01: 393, 0.001: 269}, 'frac_significant': {0.05: 0.5287730727470141, 0.01: 0.42671009771986973, 0.001: 0.2920738327904452}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 6, 1: 0, 2: 994}, 'n_both_nonempty': 994, 'n_ttest_run': 993, 'n_significant': {0.05: 105, 0.01: 18, 0.001: 0}, 'frac_significant': {0.05: 0.10574018126888217, 0.01: 0.01812688821752266, 0.001: 0.0}}}}"
0,False,64,results/ljts_triplet/random_1785953272.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 947, 'n_significant': {0.05: 481, 0.01: 369, 0.001: 239}, 'frac_significant': {0.05: 0.5079197465681098, 0.01: 0.38965153115100315, 0.001: 0.25237592397043296}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 987, 'n_significant': {0.05: 134, 0.01: 25, 0.001: 0}, 'frac_significant': {0.05: 0.13576494427558258, 0.01: 0.025329280648429583, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 947, 'n_significant': {0.05: 481, 0.01: 369, 0.001: 239}, 'frac_significant': {0.05: 0.5079197465681098, 0.01: 0.38965153115100315, 0.001: 0.25237592397043296}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 987, 'n_significant': {0.05: 134, 0.01: 25, 0.001: 0}, 'frac_significant': {0.05: 0.13576494427558258, 0.01: 0.025329280648429583, 0.001: 0.0}}}}"
1,False,64,results/ljts_triplet/random_1785953279.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 840, 'n_significant': {0.05: 366, 0.01: 278, 0.001: 195}, 'frac_significant': {0.05: 0.4357142857142857, 0.01: 0.33095238095238094, 0.001: 0.23214285714285715}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 990, 'n_significant': {0.05: 169, 0.01: 33, 0.001: 0}, 'frac_significant': {0.05: 0.1707070707070707, 0.01: 0.03333333333333333, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 840, 'n_significant': {0.05: 366, 0.01: 278, 0.001: 195}, 'frac_significant': {0.05: 0.4357142857142857, 0.01: 0.33095238095238094, 0.001: 0.23214285714285715}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 990, 'n_significant': {0.05: 169, 0.01: 33, 0.001: 0}, 'frac_significant': {0.05: 0.1707070707070707, 0.01: 0.03333333333333333, 0.001: 0.0}}}}"
2,False,64,results/ljts_triplet/random_1785953286.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 917, 'n_significant': {0.05: 440, 0.01: 362, 0.001: 234}, 'frac_significant': {0.05: 0.4798255179934569, 0.01: 0.39476553980370777, 0.001: 0.25517993456924754}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 986, 'n_significant': {0.05: 94, 0.01: 6, 0.001: 0}, 'frac_significant': {0.05: 0.09533468559837728, 0.01: 0.006085192697768763, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 917, 'n_significant': {0.05: 440, 0.01: 362, 0.001: 234}, 'frac_significant': {0.05: 0.4798255179934569, 0.01: 0.39476553980370777, 0.001: 0.25517993456924754}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 986, 'n_significant': {0.05: 94, 0.01: 6, 0.001: 0}, 'frac_significant': {0.05: 0.09533468559837728, 0.01: 0.006085192697768763, 0.001: 0.0}}}}"
0,False,128,results/ljts_triplet/random_1785953293.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 901, 'n_significant': {0.05: 553, 0.01: 449, 0.001: 315}, 'frac_significant': {0.05: 0.6137624861265261, 0.01: 0.4983351831298557, 0.001: 0.34961154273029965}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 984, 'n_significant': {0.05: 192, 0.01: 68, 0.001: 0}, 'frac_significant': {0.05: 0.1951219512195122, 0.01: 0.06910569105691057, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 901, 'n_significant': {0.05: 553, 0.01: 449, 0.001: 315}, 'frac_significant': {0.05: 0.6137624861265261, 0.01: 0.4983351831298557, 0.001: 0.34961154273029965}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 984, 'n_significant': {0.05: 192, 0.01: 68, 0.001: 0}, 'frac_significant': {0.05: 0.1951219512195122, 0.01: 0.06910569105691057, 0.001: 0.0}}}}"
1,False,128,results/ljts_triplet/random_1785953300.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 927, 'n_significant': {0.05: 474, 0.01: 368, 0.001: 275}, 'frac_significant': {0.05: 0.511326860841424, 0.01: 0.3969795037756203, 0.001: 0.296655879180151}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 5, 1: 0, 2: 995}, 'n_both_nonempty': 995, 'n_ttest_run': 988, 'n_significant': {0.05: 199, 0.01: 42, 0.001: 0}, 'frac_significant': {0.05: 0.201417004048583, 0.01: 0.04251012145748988, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 927, 'n_significant': {0.05: 474, 0.01: 368, 0.001: 275}, 'frac_significant': {0.05: 0.511326860841424, 0.01: 0.3969795037756203, 0.001: 0.296655879180151}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 5, 1: 0, 2: 995}, 'n_both_nonempty': 995, 'n_ttest_run': 988, 'n_significant': {0.05: 199, 0.01: 42, 0.001: 0}, 'frac_significant': {0.05: 0.201417004048583, 0.01: 0.04251012145748988, 0.001: 0.0}}}}"
